sector,region,size,multiestablishment_firm,legal_status,percentage_ownership,owner_manager,number_companies_owned,private_foreing_companies,government_company,other_company,female_owner,family_ownership,ceo_politician,support_group,fte_started,manager_experience,top_manager_female,age_top_manager,education_top_manager,citizenship_top_manager,multinational_exp_top_manager,quality_certification,electrical_connection,power_outages,own_generator,application_water_connection,website,percentage_sales_main_product,sales,direct_sales,direct_sales_phone,direct_sales_online,direct_sales_other,national_sales,indirect_exports,direct_exports,losses_theft_products,domestic_supplies,foreign_supplies,formal_planning,taxes_prevent_growth,labor_reg_prevent_growth,market_demand_prevent_growth,kpis,production_targets,performance_bonus,main_market,competitors,foreign_technology,informal_competitors,product_innovation,product_inn_market,process_innovation,r&d,r&d_intensity,closing_covid,own_building,own_land,construction_permit,security,losses_fraudulent_transactions,internal_funds_workingcapital,bank_loans_workingcapital,other_loans_workingcapital,suppliers_customers_workingcapital,other_source_workingcapital,fixed_assets,savings_account,overdraft_facility,credit_line,outstanding_personal_loans,application_loans,certified_fin_statements,manager_timespent_regulations,tax_inspection,online_tax_payment,government_contract,percentage_informal_payments,import_lic,operating_licence,public_support,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,j30_safety_pos,j30_health_pos,j30_environment_pos,permanent_fte,permanent_fte_lastyear,EUl2_language_pos,EUl2_interpersonal_pos,EUl2_probsolve_pos,EUl2_manage_pos,EUl2_comp_pos,EUl2_math_pos,EUl2_tech_pos,temporal_workers,training,vacancies,EUl8_language_pos,EUl8_interpersonal_pos,EUl8_probsolve_pos,EUl8_manage_pos,EUl8_comp_pos,EUl8_math_pos,EUl8_tech_pos,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,labor,cost_elctricity,weeks_remain_open,machinery_value,age,exp,innovation
Other services,East Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,100,0,1,0,0,0,0,0,0,0,5,39,0,54,2,0,0,1,0,0,0,0,1,100,34048000.0,0,60,40,0,75,0,25,0,40,60,0,0,0,1,1,1,1,National,5.0,0,0,1,1,1,0,0.0,0,0,0,0,1,0,0,0,80,20,0,0,1,0,0,0,0,1,1,0,1,1,0.0,0,0,0,5,2,8,1,4,3,7,6,9,68,68,5,6,7,1,4,3,2,0,0,1,5,6,7,1,4,3,2,5,13,12,1,4,11,7,6,14,3,15,8,2,9,10,5002000,11131,13.0,0.0,39.0,1,1
Manufacturing,East Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,45,0,3,45,0,0,0,45,0,1,8,8,0,32,1,1,0,0,0,0,0,0,1,70,3100000.0,0,50,0,50,39,0,61,0,40,60,1,0,0,0,1,1,0,International,1.0,0,0,1,1,1,1,500000.0,0,0,0,0,0,0,0,0,0,0,100,1,1,0,0,1,1,0,1,1,1,0,0.0,0,0,1,7,5,2,9,1,4,6,8,3,32,12,3,7,2,5,1,4,6,0,1,1,3,7,2,5,1,4,6,11,5,14,13,7,4,6,8,3,10,12,15,9,2,1,300000,30000,0.0,2000000.0,7.0,1,1
Manufacturing,North Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,33,1,1,0,0,0,0,66,0,1,2,11,0,45,3,1,0,1,0,0,0,0,1,65,1676313.0,90,10,0,0,60,20,20,0,70,30,1,0,1,0,1,1,0,National,5.0,0,0,1,1,1,1,10000.0,0,0,0,0,1,1,100,0,0,0,0,1,1,1,1,0,0,1,2,0,1,0,0.0,0,0,1,4,6,8,5,9,2,3,7,1,7,5,4,6,3,5,7,2,1,1,1,1,4,6,3,5,7,2,1,4,9,11,5,3,2,10,12,13,6,14,7,15,8,1,455713,10000,26.0,600000.0,70.0,1,1
Manufacturing,West Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,100,0,1,0,0,0,0,100,0,0,0,1,0,40,2,1,0,1,0,0,0,0,1,100,27380000.0,0,100,0,0,10,0,90,0,60,40,1,0,0,0,0,1,0,International,5.0,0,0,0,0,0,1,10000.0,0,70,70,0,1,0,50,50,0,0,0,0,1,0,1,0,0,1,5,1,1,0,0.0,1,0,0,5,6,9,7,8,3,1,4,2,55,55,5,4,2,6,7,3,1,5,1,1,5,4,2,6,7,3,1,15,2,9,12,8,13,14,4,11,3,10,7,6,1,5,1700000,0,42.0,0.0,35.0,1,0
Other services,West Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,100,0,0,0,1,100,0,1,14,13,0,40,1,1,0,1,0,0,0,0,1,90,11000000.0,100,0,0,0,10,0,90,1,2,98,1,0,0,1,1,1,1,International,20.0,1,1,1,1,1,0,0.0,0,0,0,0,1,0,100,0,0,0,0,1,1,1,0,0,0,0,5,0,1,0,0.0,0,0,1,6,4,8,1,2,9,7,5,3,30,26,6,4,5,1,2,3,7,0,1,1,6,4,5,1,2,3,7,11,4,13,14,2,9,7,12,15,8,6,5,10,1,3,1000000,5000,6.0,0.0,25.0,1,1
Manufacturing,South Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,2,41,0,57,3,1,1,0,1,1,0,1,1,100,1600000.0,0,100,0,0,50,50,0,0,0,100,1,0,1,0,1,1,0,National,5500.0,1,0,1,0,1,1,0.0,0,100,100,1,1,0,100,0,0,0,0,1,1,0,0,1,0,1,10,0,1,0,0.0,0,0,1,6,5,3,2,8,7,4,1,9,11,9,3,5,6,2,1,7,4,0,1,1,3,5,6,2,1,7,4,12,13,3,2,10,11,4,1,15,6,14,8,5,7,9,550000,11500,35.0,2000000.0,18.0,1,1
Manufacturing,South Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,90,0,1,0,0,0,0,90,1,1,0,22,0,48,2,1,0,1,0,1,0,0,1,100,3500000.0,0,100,0,0,90,0,10,0,20,80,1,0,0,0,1,1,0,National,6.0,0,0,0,0,0,0,0.0,0,100,100,0,0,0,20,0,80,0,0,1,1,1,1,0,0,1,1,0,1,0,0.0,0,0,0,6,1,4,2,9,3,7,5,8,17,17,6,1,4,2,5,3,7,0,0,1,6,1,4,2,5,3,7,6,15,12,13,9,3,11,5,8,14,7,4,10,2,1,800000,8000,12.0,2000000.0,84.0,1,0
Manufacturing,North Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,35,45,0,65,2,0,0,0,0,0,0,0,1,75,3000000.0,0,0,0,100,92,0,8,0,65,35,1,0,1,1,0,1,0,National,8.0,0,0,1,1,1,1,70000.0,0,0,0,0,1,0,60,0,0,15,25,1,1,0,0,1,0,0,15,0,1,0,0.0,0,0,0,6,5,2,9,1,8,4,3,7,16,35,1,4,2,6,7,5,3,4,1,1,1,4,2,6,7,5,3,6,5,2,12,3,13,11,10,14,9,15,1,8,7,4,1019000,32500,12.0,2100000.0,23.0,1,1
Manufacturing,East Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,33,1,1,0,0,0,1,100,0,1,6,27,0,46,1,1,0,1,1,0,1,0,1,95,4300000.0,0,0,0,100,45,0,55,0,20,80,1,0,0,0,1,1,0,International,2.0,0,0,1,1,1,1,40000.0,0,100,100,0,1,0,66,0,0,34,0,0,1,1,1,0,0,1,20,0,1,0,0.0,0,0,0,9,7,5,2,6,4,3,1,8,31,29,1,7,5,2,6,4,3,10,1,1,1,7,5,2,6,4,3,1,7,5,2,10,12,13,11,8,9,6,14,15,4,3,1483000,182000,45.0,3700000.0,30.0,1,1
Manufacturing,South Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,2,25,0,49,1,1,0,0,0,0,0,0,1,90,3600000.0,80,20,0,0,60,40,0,0,50,50,0,0,1,0,0,1,0,National,3.0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,100,0,0,0,0,0,1,0,0,0,0,1,5,0,1,0,0.0,0,0,1,9,7,5,2,1,6,8,3,4,23,25,6,3,5,2,7,1,4,0,0,1,6,3,5,2,7,1,4,13,7,11,12,14,10,8,3,4,5,15,2,9,6,1,1100000,22500,26.0,500000.0,50.0,1,0
Manufacturing,North Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,0,4,0,52,3,1,1,1,0,0,0,0,1,50,8140000.0,0,20,0,80,85,15,0,0,10,90,1,0,1,0,1,1,0,National,15.0,1,0,1,1,1,1,150000.0,0,100,100,0,0,0,40,60,0,0,0,1,1,1,0,1,0,1,3,0,1,0,0.0,0,0,0,1,2,3,4,9,5,6,8,7,23,23,7,2,3,1,4,5,6,2,1,1,7,2,3,1,4,5,6,11,2,3,12,14,5,6,8,7,15,13,4,10,9,1,1312000,17832,30.0,2000000.0,62.0,1,1
Manufacturing,West Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,21,0,1,0,0,0,1,21,0,1,3,25,0,55,3,1,1,1,0,0,0,0,1,80,12000000.0,0,100,0,0,80,5,15,1,70,30,1,0,0,1,1,1,0,National,5.0,0,0,1,1,1,1,100000.0,0,50,95,0,1,0,50,30,10,10,0,1,1,1,1,0,0,0,10,0,1,0,0.0,0,0,0,6,3,2,1,9,5,7,8,4,60,50,6,3,2,1,4,5,7,4,1,1,6,3,2,1,4,5,7,15,9,2,1,13,5,7,8,3,11,12,14,4,10,6,3900000,35000,26.0,750000.0,32.0,1,1
Manufacturing,South Netherlands,Large,1,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,96,0,1,9,30,0,62,1,1,0,0,0,0,1,0,1,100,84000000.0,100,0,0,0,5,0,95,0,85,15,1,0,0,0,1,1,1,International,3.0,0,0,1,1,1,1,500.0,0,0,0,0,1,0,0,0,0,100,0,1,1,1,0,0,0,1,3,1,1,0,0.0,0,0,0,1,9,7,3,8,5,2,4,6,105,95,1,6,7,3,4,5,2,60,1,1,1,6,7,3,4,5,2,1,11,12,14,10,5,13,4,6,8,9,7,2,15,3,7000000,80000,0.0,150000000.0,28.0,1,1
Manufacturing,West Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,100,0,1,0,0,0,0,0,0,1,50,12,0,44,2,1,1,1,1,0,0,1,1,90,13500000.0,60,0,0,40,60,0,40,0,40,60,1,0,0,0,1,1,1,National,10.0,0,0,1,1,1,1,100000.0,0,100,100,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0.0,0,1,1,9,7,1,8,6,2,5,3,4,50,37,1,7,4,5,6,2,3,5,1,1,1,7,4,5,6,2,3,11,10,14,15,6,2,5,13,4,7,12,9,3,1,8,3100000,9800,28.0,800000.0,29.0,1,1
Manufacturing,West Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,85,0,1,6,0,9,1,86,0,1,3,17,1,41,2,1,0,1,0,0,0,0,1,95,31500000.0,100,0,0,0,10,0,90,0,30,70,1,0,0,1,1,0,0,International,5.0,0,0,1,1,1,1,800000.0,1,0,0,1,1,0,0,100,0,0,0,0,1,1,0,0,0,1,2,1,1,0,0.0,1,0,1,6,1,4,7,2,9,5,3,8,80,70,6,3,1,7,2,4,5,0,0,1,6,3,1,7,2,4,5,12,13,4,14,2,15,5,11,8,6,10,1,3,7,9,4000000,111000,26.0,0.0,23.0,1,1
Other services,East Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,1,100,0,0,1,20,0,62,2,1,0,0,0,0,0,0,1,95,2000000.0,0,0,0,100,50,0,50,0,25,75,1,0,0,0,1,0,0,International,3.0,0,0,1,1,1,1,50000.0,1,50,50,0,1,1,25,75,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0.0,0,0,1,7,2,3,1,9,6,4,5,8,7,5,7,1,3,5,2,6,4,2,0,1,7,1,3,5,2,6,4,7,2,3,1,12,11,4,5,8,14,13,15,6,10,9,500000,0,8.0,0.0,15.0,1,1
Manufacturing,East Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,100,0,1,0,0,0,0,100,0,1,3,7,0,58,3,1,0,0,0,0,0,0,1,100,4000000.0,5,40,55,0,62,38,0,0,25,75,1,1,1,1,1,1,0,National,4.0,0,0,1,1,1,0,0.0,0,100,100,0,1,1,100,0,0,0,0,1,1,0,0,0,0,1,5,0,1,0,0.0,0,0,1,5,3,1,4,6,2,8,7,9,20,20,1,3,7,4,6,2,5,0,0,0,1,3,7,4,6,2,5,13,3,11,4,6,14,12,7,15,9,1,8,5,2,10,960000,45000,16.0,3000000.0,72.0,1,1
Other services,East Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,66,1,1,0,0,0,0,50,0,0,5,7,0,59,2,1,0,1,0,0,0,0,1,100,8000000.0,0,100,0,0,0,0,100,0,90,10,0,0,0,1,1,1,0,International,5500.0,0,0,1,0,1,0,0.0,0,0,0,0,1,0,100,0,0,0,0,1,1,0,0,1,0,1,5,0,1,0,0.0,0,0,0,7,3,9,6,2,1,8,5,4,8,9,1,3,4,6,2,5,7,0,0,1,1,3,4,6,2,5,7,14,3,9,6,10,15,11,5,13,2,12,8,4,7,1,700000,0,12.0,0.0,4.0,1,1
Other services,West Netherlands,Large,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,100,0,0,0,100,0,1,0,30,0,51,3,1,1,1,0,0,0,0,1,100,130000000.0,0,0,0,100,70,0,30,0,5,95,0,0,0,0,1,1,0,National,4.0,0,0,1,0,1,0,0.0,0,0,0,0,1,0,100,0,0,0,0,0,1,1,0,0,0,1,15,0,1,0,0.0,0,0,0,9,1,8,5,3,4,2,7,6,58,48,5,6,7,1,3,4,2,0,1,1,5,6,7,1,3,4,2,15,8,10,5,12,4,11,14,6,9,2,13,3,7,1,96500000,0,0.0,0.0,26.0,1,1
Manufacturing,West Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,100,0,1,0,0,0,0,75,0,1,0,12,0,43,3,1,1,1,0,0,1,0,1,50,8400000.0,0,100,0,0,30,0,70,0,90,10,0,0,0,1,1,1,1,International,8.0,0,0,1,0,1,1,300000.0,0,0,0,0,1,0,55,0,0,15,30,0,1,1,0,0,0,1,10,0,1,0,0.0,0,0,0,4,3,9,1,7,8,6,2,5,42,41,4,3,2,5,7,1,6,0,1,1,4,3,2,5,7,1,6,4,3,11,1,8,15,6,13,5,12,10,14,2,7,9,2800000,30000,23.0,3000000.0,112.0,1,1
Other services,West Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,73,0,1,0,0,73,0,0,0,1,10,40,0,63,1,1,0,0,1,1,0,0,1,60,1900000.0,0,100,0,0,100,0,0,0,0,0,0,0,0,1,0,1,0,National,7.0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,100,0,0,0,1,1,1,0,0,0,1,10,0,1,0,0.0,0,0,0,5,9,6,3,7,4,1,8,2,13,12,5,1,6,3,7,4,2,0,0,1,5,1,6,3,7,4,2,5,11,14,3,13,4,12,8,10,15,9,1,7,6,2,856000,5000,0.0,0.0,26.0,0,0
Manufacturing,West Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,100,1,1,100,0,0,0,0,0,1,35,30,0,54,0,0,1,1,0,0,0,0,1,100,22000000.0,100,0,0,0,50,0,50,0,0,100,0,0,0,0,1,0,1,International,3.0,0,0,1,1,1,0,0.0,0,0,0,0,1,0,100,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0.0,0,0,0,7,1,2,6,8,4,9,3,5,80,70,7,5,2,6,1,4,3,0,1,1,7,5,2,6,1,4,3,10,7,13,6,8,12,11,14,5,4,9,1,2,15,3,4000000,30000,0.0,0.0,13.0,1,1
Manufacturing,West Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,100,0,1,100,0,0,0,0,0,1,4,40,0,63,0,1,0,1,0,0,1,0,1,95,13989000.0,100,0,0,0,24,0,76,0,97,3,0,0,1,1,1,0,1,National,3.0,1,0,1,1,1,1,20000.0,0,0,0,0,0,0,100,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0,0,0,1,6,3,9,4,2,1,7,5,8,25,30,6,3,5,4,2,1,7,2,0,1,6,3,5,4,2,1,7,12,6,10,13,11,1,7,5,8,3,2,14,15,9,4,3430000,10000,8.0,0.0,40.0,1,1
Manufacturing,West Netherlands,Large,1,Shareholding company with non-traded shares or shares traded privately,51,0,1,0,0,0,0,51,0,1,1,30,0,48,3,1,1,1,0,0,1,0,1,60,23000000.0,100,0,0,0,50,20,30,0,75,25,1,0,0,1,1,1,0,International,5.0,1,0,1,1,1,1,300000.0,0,0,0,0,1,0,0,100,0,0,0,1,1,1,1,0,0,1,5,1,1,1,0.0,0,0,0,8,9,2,3,6,7,4,5,1,90,105,3,5,2,1,6,7,4,11,0,1,3,5,2,1,6,7,4,13,9,2,10,12,7,11,5,15,3,4,14,8,6,1,4100000,24000,4.0,380000.0,114.0,1,1
Other services,West Netherlands,Large,1,Shareholding company with non-traded shares or shares traded privately,100,0,6,0,0,0,0,0,0,1,9,30,1,55,2,1,1,1,0,0,0,0,1,100,25000000.0,80,20,0,0,100,0,0,0,100,0,1,0,0,1,0,0,1,National,5.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,50,0,0,50,0,1,1,1,0,0,0,1,5,0,1,0,0.0,0,0,0,5,7,4,9,1,8,2,3,6,30,30,5,7,4,6,1,3,2,0,0,1,5,7,4,6,1,3,2,11,12,10,13,1,8,15,3,6,9,4,14,5,7,2,1300000,4000,52.0,0.0,13.0,0,0
Other services,West Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,90,1,1,0,0,0,1,90,0,1,4,40,0,64,1,1,1,1,0,0,1,0,1,45,18000000.0,100,0,0,0,85,0,15,0,50,50,1,0,1,0,1,1,0,National,7.0,0,0,0,0,0,0,0.0,0,100,0,0,1,0,100,0,0,0,0,1,1,1,0,0,0,1,30,0,1,1,0.0,0,0,1,3,8,2,7,9,5,4,6,1,84,75,3,7,2,1,6,5,4,6,1,0,3,7,2,1,6,5,4,3,14,11,15,9,5,4,10,1,12,13,6,2,8,7,5500000,125000,24.0,0.0,38.0,1,0
Other services,West Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,85,1,1,0,0,0,0,85,0,1,4,25,0,53,2,1,0,0,0,0,0,0,1,100,5000000.0,0,97,3,0,75,0,25,0,50,50,0,0,0,1,1,1,1,National,4.0,1,0,1,1,1,0,0.0,0,0,0,0,0,0,20,0,80,0,0,0,1,0,0,0,0,1,5,0,1,0,0.0,0,0,1,3,2,6,1,8,9,5,7,4,15,11,1,2,6,7,3,4,5,0,1,1,1,2,6,7,3,4,5,3,13,14,1,8,9,6,7,12,11,10,4,2,15,5,800000,5000,0.0,0.0,23.0,1,1
Other services,West Netherlands,Large,1,Shareholding company with non-traded shares or shares traded privately,20,1,1,0,0,0,1,0,0,1,100,25,0,50,3,1,0,1,0,0,0,0,1,60,39000000.0,0,5,0,95,65,0,35,0,0,0,1,0,0,1,1,1,1,National,30.0,1,0,1,1,1,1,0.0,0,0,0,0,1,0,60,40,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0.0,0,0,0,9,7,1,8,3,4,5,2,6,227,207,6,7,1,2,3,4,5,0,1,1,6,7,1,2,3,4,5,12,11,14,1,15,4,10,2,6,13,7,9,8,5,3,26000000,50000,8.0,0.0,13.0,1,1
Manufacturing,West Netherlands,Small,0,Sole proprietorship,100,1,1,0,0,0,0,100,0,1,2,40,0,54,1,1,0,1,0,0,0,0,1,100,1000000.0,50,0,10,40,50,0,50,0,80,20,1,0,0,1,1,0,1,Local,5.0,0,0,0,0,0,0,0.0,1,100,100,0,1,0,0,0,0,0,100,0,1,1,0,0,0,0,3,0,1,0,0.0,0,0,1,8,4,6,2,9,7,1,5,3,3,2,4,3,6,2,5,7,1,0,0,0,4,3,6,2,5,7,1,8,15,14,2,12,7,6,5,11,9,13,1,3,10,4,120000,5500,12.0,700000.0,33.0,1,0
Other services,South Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,1,100,0,1,10,16,1,47,2,1,0,1,0,0,0,0,1,100,100000000.0,100,0,0,0,15,0,85,0,30,70,1,0,1,1,1,1,1,International,5500.0,0,0,0,0,0,1,80000.0,0,100,100,0,1,0,100,0,0,0,0,1,1,1,0,0,0,1,20,1,1,1,0.0,0,0,1,8,6,4,7,1,9,2,3,5,165,165,1,6,4,5,7,3,2,0,1,1,1,6,4,5,7,3,2,8,15,14,7,11,9,12,3,10,5,13,2,1,4,6,7000000,400000,4.0,0.0,20.0,1,0
Manufacturing,South Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,33,1,1,100,0,0,0,100,0,1,2,40,0,60,1,0,0,0,0,0,0,0,1,70,5500000.0,60,40,0,0,85,0,15,0,65,35,1,1,0,0,0,0,0,National,5500.0,0,0,0,0,0,0,0.0,0,100,100,1,0,0,20,80,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0.0,0,0,0,7,3,9,6,8,5,1,2,4,30,27,7,3,4,6,2,5,1,0,0,1,7,3,4,6,2,5,1,14,11,1,15,10,5,8,2,4,12,13,9,3,7,6,1000000,7500,4.0,1000000.0,83.0,1,0
Other services,South Netherlands,Large,1,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,1,31,0,52,2,1,0,0,0,1,0,0,1,80,52000000.0,80,20,0,0,70,0,30,0,5,95,1,0,0,1,0,0,0,Local,5500.0,1,0,1,1,1,0,0.0,0,0,6,0,1,0,0,0,20,0,80,1,1,1,1,0,1,1,5,0,1,0,0.0,0,0,1,1,6,4,7,9,2,3,5,8,100,98,1,3,4,6,2,7,5,5,1,1,1,3,4,6,2,7,5,6,10,15,1,14,11,3,13,8,12,2,7,5,9,4,3500000,250000,4.0,0.0,31.0,1,1
Other services,South Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,60,1,1,0,0,0,1,60,0,1,3,25,0,54,3,1,0,1,0,1,0,0,1,100,20000000.0,95,0,5,0,65,0,35,0,0,100,1,0,0,1,1,1,0,National,3.0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,98,0,2,0,0,1,1,1,0,0,1,10,1,1,0,0.0,0,0,0,8,1,2,9,4,5,6,7,3,45,40,1,7,2,3,4,5,6,5,0,1,1,7,2,3,4,5,6,13,1,2,11,12,5,10,14,3,6,9,15,8,7,4,2000000,70000,30.0,0.0,44.0,1,0
Manufacturing,South Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,98,1,1,0,0,0,0,98,0,1,18,17,0,42,2,1,1,1,0,0,0,0,1,100,13000000.0,0,0,0,100,70,0,30,0,75,25,1,0,1,0,0,1,0,National,30.0,0,0,1,1,1,0,0.0,0,100,100,1,1,0,90,0,0,10,0,1,1,0,0,0,0,1,1,0,1,0,0.0,0,0,0,7,1,5,8,9,3,6,2,4,56,50,7,4,5,1,2,3,6,15,1,1,7,4,5,1,2,3,6,10,1,15,8,13,3,6,11,12,14,2,4,9,7,5,3000000,60000,52.0,10000000.0,8.0,1,1
Manufacturing,South Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,1,26,0,50,1,1,0,1,0,1,0,0,1,75,5500000.0,0,50,50,0,20,0,80,5,35,65,0,0,0,1,0,1,0,International,3.0,0,0,1,1,1,1,250000.0,0,100,100,0,1,0,60,0,0,40,0,0,1,1,0,0,1,1,4,0,1,0,0.0,1,0,0,3,6,1,2,4,9,5,8,7,48,48,3,6,1,2,4,7,5,0,1,0,3,6,1,2,4,7,5,15,11,13,2,4,12,5,8,7,3,6,9,14,1,10,1500000,300000,78.0,12000000.0,44.0,1,1
Manufacturing,South Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,100,1,2,0,0,0,0,100,0,1,5,17,0,51,3,1,0,1,0,0,1,0,1,100,5462000.0,0,100,0,0,95,0,5,0,70,30,0,0,0,0,1,0,1,National,5500.0,0,0,1,1,1,1,200000.0,0,0,0,0,1,0,0,20,0,80,0,1,1,0,0,0,0,1,10,1,1,0,0.0,0,0,1,2,4,6,5,3,8,7,9,1,26,22,2,4,6,5,3,1,7,1,0,1,2,4,6,5,3,1,7,2,4,11,14,13,15,12,9,1,10,6,7,3,8,5,1500000,25000,10.0,0.0,17.0,1,1
Other services,South Netherlands,Small,1,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,6,35,0,59,2,1,1,1,0,0,0,0,1,90,3000000.0,0,100,0,0,40,0,60,3,10,90,1,0,1,0,1,0,0,International,5500.0,0,0,1,0,1,1,10000.0,0,0,0,0,1,0,30,40,0,30,0,0,1,1,1,0,1,1,1,0,1,0,0.0,0,0,0,7,6,4,2,5,1,8,9,3,4,8,6,5,4,2,3,7,1,2,1,0,6,5,4,2,3,7,1,12,6,15,2,13,1,11,9,3,5,10,14,7,8,4,280000,15000,17.0,0.0,17.0,1,1
Other services,West Netherlands,Large,1,Shareholding company with non-traded shares or shares traded privately,50,1,2,0,0,0,1,50,0,1,5,30,0,62,3,1,1,1,0,1,1,0,1,100,177000000.0,0,100,0,0,10,20,70,0,75,25,1,1,0,1,1,1,1,International,5500.0,0,0,0,0,0,1,25000.0,0,100,100,0,1,0,70,5,0,25,0,1,1,1,1,0,0,1,3,0,1,0,0.0,0,0,0,9,4,7,2,6,5,3,1,8,154,136,1,4,7,2,6,5,3,150,1,1,1,4,7,2,6,5,3,1,12,7,2,15,5,14,11,13,9,8,4,10,3,6,10800000,120000,26.0,0.0,89.0,1,0
Other services,West Netherlands,Large,0,Shareholding company with non-traded shares or shares traded privately,80,0,2,0,0,0,0,80,0,1,5,8,0,51,2,1,0,1,0,1,0,0,1,100,212000000.0,0,30,40,30,10,0,90,0,90,10,0,0,0,0,1,1,1,International,5500.0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,30,70,0,0,0,1,1,1,1,0,0,1,5,0,1,0,0.0,0,0,1,8,4,7,9,6,2,5,3,1,254,179,3,4,7,1,6,2,5,0,1,1,3,4,7,1,6,2,5,12,4,7,1,6,2,11,13,10,9,14,8,3,15,5,13400000,125000,12.0,0.0,34.0,1,0
Manufacturing,West Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,3,25,0,46,1,1,0,0,1,0,0,1,1,65,2600000.0,5,95,0,0,30,5,65,0,25,75,1,0,0,0,0,0,0,International,15.0,0,0,1,0,1,0,0.0,0,0,0,0,1,0,100,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0.0,0,0,1,2,8,7,9,4,1,3,5,6,7,7,2,3,6,5,4,7,1,0,0,0,2,3,6,5,4,7,1,2,15,7,9,12,11,3,13,6,14,1,4,10,5,8,514000,5300,30.0,150000.0,30.0,1,1
Other services,West Netherlands,Small,1,Shareholding company with non-traded shares or shares traded privately,50,1,2,0,0,0,0,50,0,1,1,30,0,51,1,1,1,0,1,0,0,0,1,100,6000000.0,40,40,20,0,10,10,80,0,0,0,0,1,0,0,0,1,0,International,5.0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,20,20,60,0,0,1,1,0,0,0,0,5,0,1,0,0.0,0,0,1,9,1,7,5,2,3,6,4,8,8,6,5,4,7,1,2,3,6,0,0,1,5,4,7,1,2,3,6,12,7,1,11,2,13,6,4,14,10,5,9,15,8,3,390000,7200,0.0,0.0,13.0,1,0
